"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"MDA","","ALL","2009","76.2"
"MDA","","ALL","2010","76"
"MDA","","ALL","2011","88.8"
"MDA","","ALL","2012","87.4"
"MDA","","ALL","2013","89.3"
"MDA","","ALL","2014","90.3"
"MDA","","ALL","2015","75.8"
"MKD","","ALL","1980","71.5"
"MKD","","ALL","1981","73.2"
"MKD","","ALL","1982","73.7"
"MKD","","ALL","1983","72.6"
"MKD","","ALL","1984","74.8"
"MKD","","ALL","1985","73"
"MKD","","ALL","1986","74.1"
"MKD","","ALL","1987","75.6"
"MKD","","ALL","1988","73.6"
"MKD","","ALL","1989","66.7"
"MKD","","ALL","1990","69"
"MKD","","ALL","1991","64.9"
"MKD","","ALL","1992","68.2"
"MKD","","ALL","1993","68.2"
"MKD","","ALL","1994","68"
"MKD","","ALL","1995","67.4"
"MKD","","ALL","1996","67.1"
"MKD","","ALL","1997","63.9"
"MKD","","ALL","1998","66.5"
"MKD","","ALL","1999","63"
"MKD","","ALL","2000","60.1"
"MKD","","ALL","2001","53.7"
"MKD","","ALL","2002","53.7"
"MKD","","ALL","2003","54.4"
"MKD","","ALL","2004","55"
"MKD","","ALL","2005","55.5"
"MKD","","ALL","2006","54.5"
"MKD","","ALL","2007","54.4"
"MKD","","ALL","2008","54"
"MKD","","ALL","2013","59.7"
"MLT","","ALL","1997","72.2"
"MLT","","ALL","1998","77.95"
"MLT","","ALL","1999","79.31"
"MLT","","ALL","2000","75.5"
"MLT","","ALL","2001","79.72"
"MLT","","ALL","2002","82.99"
"MLT","","ALL","2003","83.36"
"MLT","","ALL","2004","85.37"
"MLT","","ALL","2005","87.53"
"MLT","","ALL","2006","89.6"
"MLT","","ALL","2007","80.4"
"MLT","","ALL","2008","78"
"MLT","","ALL","2009","82.33"
"MLT","","ALL","2010","81.5"
"MLT","","ALL","2011","83.2"
"MLT","","ALL","2012","83.2"
"MLT","","ALL","2013","80.66"
"MLT","","ALL","2014","81.79"
"NLD","","ALL","1970","89.8"
"NLD","","ALL","1971","89.9"
"NLD","","ALL","1972","88.2"
"NLD","","ALL","1973","86.2"
"NLD","","ALL","1974","85.7"
"NLD","","ALL","1975","85.1"
"NLD","","ALL","1976","84.5"
"NLD","","ALL","1977","84.4"
"NLD","","ALL","1978","84.6"
"NLD","","ALL","1979","83.7"
"NLD","","ALL","1980","83.5"
"NLD","","ALL","1981","82.4"
"NLD","","ALL","1982","85.1"
"NLD","","ALL","1983","82.9"
"NLD","","ALL","1984","80.3"
"NLD","","ALL","1985","79.1"
"NLD","","ALL","1986","77.3"
"NLD","","ALL","1987","75"
"NLD","","ALL","1988","74.2"
"NLD","","ALL","1989","74.3"
"NLD","","ALL","1990","73.3"
"NLD","","ALL","1991","73"
"NLD","","ALL","1992","72"
"NLD","","ALL","1993","72"
"NLD","","ALL","1994","73.7"
"NLD","","ALL","1995","73.3"
"NLD","","ALL","1996","73"
"NLD","","ALL","1997","71.4"
"NLD","","ALL","1998","70.1"
"NLD","","ALL","1999","66.7"
"NLD","","ALL","2000","65.7"
"NLD","","ALL","2001","66"
"NLD","","ALL","2002","69.1"
"NLD","","ALL","2003","68.2"
"NLD","","ALL","2004","67.2"
"NLD","","ALL","2005","67.4"
"NLD","","ALL","2006","67.4"
"NLD","","ALL","2007","55.9"
"NLD","","ALL","2008","54.5"
"NLD","","ALL","2009","52.7"
"NLD","","ALL","2010","52.8"
"NLD","","ALL","2011","47.5"
"NLD","","ALL","2012","45.6"
"NOR","","ALL","1980","79.3"
"NOR","","ALL","1981","77.3"
"NOR","","ALL","1982","77.9"
"NOR","","ALL","1983","79.9"
"NOR","","ALL","1984","81.4"
"NOR","","ALL","1985","82"
"NOR","","ALL","1986","79"
"NOR","","ALL","1987","77"
"NOR","","ALL","1988","77.4"
"NOR","","ALL","1989","75.4"
"NOR","","ALL","1990","77"
"NOR","","ALL","1991","77.8"
"NOR","","ALL","1992","78"
"NOR","","ALL","1993","79.9"
"NOR","","ALL","1994","80.5"
"NOR","","ALL","1995","79.4"
"NOR","","ALL","1996","81.1"
"NOR","","ALL","1999","85.4"
"NOR","","ALL","2000","85.2"
"NOR","","ALL","2001","87.2"
"NOR","","ALL","2002","87.6"
"NOR","","ALL","2003","88.5"
"NOR","","ALL","2004","86.4"
"NOR","","ALL","2005","87.6"
"NOR","","ALL","2006","88.5"
"NOR","","ALL","2007","88"
"NOR","","ALL","2008","89.9"
"NOR","","ALL","2009","83.9"
"NOR","","ALL","2010","85.6"
"NOR","","ALL","2011","83.7"
"NOR","","ALL","2012","84.8"
"NOR","","ALL","2013","83.8"
"NOR","","ALL","2014","82.6"
"","NORDIC","ALL","1980","75.03"
"","NORDIC","ALL","1981","74.52"
"","NORDIC","ALL","1982","75.65"
"","NORDIC","ALL","1983","76.24"
"","NORDIC","ALL","1984","77.28"
"","NORDIC","ALL","1985","77.55"
"","NORDIC","ALL","1986","76.15"
"","NORDIC","ALL","1987","75.69"
"","NORDIC","ALL","1988","76.78"
"","NORDIC","ALL","1989","75"
"","NORDIC","ALL","1990","74.94"
"","NORDIC","ALL","1991","75.24"
"","NORDIC","ALL","1992","75.63"
"","NORDIC","ALL","1993","76.9"
"","NORDIC","ALL","1994","76.59"
"","NORDIC","ALL","1995","76.74"
"","NORDIC","ALL","1996","78.41"
"PRT","","ALL","1996","71.79835651"
"PRT","","ALL","1997","71.55729277"
"PRT","","ALL","1998","72.18379128"
"PRT","","ALL","1999","73.47422515"
"PRT","","ALL","2000","75.24404081"
"PRT","","ALL","2001","74.21200725"
"PRT","","ALL","2002","74.42086436"
"PRT","","ALL","2003","73.9627389"
"PRT","","ALL","2004","72.95568022"
"PRT","","ALL","2005","73.64540579"
"PRT","","ALL","2006","75.14784902"
"PRT","","ALL","2007","75.33212105"
"PRT","","ALL","2008","75.24561607"
"PRT","","ALL","2009","75.70177286"
"PRT","","ALL","2010","75.94789977"
"PRT","","ALL","2011","74.96843464"
"PRT","","ALL","2012","76.94306161"
"PRT","","ALL","2013","74.97305195"
"PRT","","ALL","2014","76.17407918"
"RUS","","ALL","1980","91.5"
"RUS","","ALL","1981","90.4"
"RUS","","ALL","1982","92.3"
"RUS","","ALL","1983","93.9"
"RUS","","ALL","1984","93.4"
"RUS","","ALL","1985","93.5"
"RUS","","ALL","1986","92.1"
"RUS","","ALL","1987","89.2"
"RUS","","ALL","1988","89"
"RUS","","ALL","1989","86.2"
"RUS","","ALL","1990","84.5"
"RUS","","ALL","1991","83.3"
"RUS","","ALL","1992","83.5"
"RUS","","ALL","1993","88.9"
"RUS","","ALL","1994","89.6"
"RUS","","ALL","1995","85.5"
"RUS","","ALL","1996","80.8"
"RUS","","ALL","1997","80"
"RUS","","ALL","1998","77.6"
"RUS","","ALL","1999","71"
"RUS","","ALL","2000","66.6"
"RUS","","ALL","2001","70.7"
"RUS","","ALL","2002","75.1"
"RUS","","ALL","2003","74.8"
"RUS","","ALL","2004","62.9"
"RUS","","ALL","2005","67.7"
"RUS","","ALL","2006","72.9"
"RUS","","ALL","2007","73"
"RUS","","ALL","2008","76.3"
"RUS","","ALL","2009","76.2"
"RUS","","ALL","2010","76"
"RUS","","ALL","2011","88.8"
"RUS","","ALL","2012","87.4"
"RUS","","ALL","2013","89.3"
"RUS","","ALL","2014","90.3"
"RUS","","ALL","2015","75.8"
"RUS","","ALL","2016","74.6"
"RUS","","ALL","2017","73.7"
"","SMALL","ALL","2011","82.39"
"","SMALL","ALL","2012","76.01"
"","SMALL","ALL","2013","74.42"
"","SMALL","ALL","2014","74.66"
"SMR","","ALL","2011","60.55"
"SMR","","ALL","2012","57.66"
"SMR","","ALL","2013","59.82"
"SMR","","ALL","2014","60"
"SMR","","ALL","2015","62"
"SMR","","ALL","2016","65.01"
"SMR","","ALL","2017","65.8"
"SRB","","ALL","2010","70.9"
"SRB","","ALL","2011","69.7"
"SRB","","ALL","2012","68.5"
"SRB","","ALL","2013","70.2"
"SRB","","ALL","2014","68.3"
"SVK","","ALL","1996","79.6"
"SVK","","ALL","1997","78.5"
"SVK","","ALL","1998","77.9"
"SVK","","ALL","1999","69.5"
"SVK","","ALL","2000","70.6"
"SVK","","ALL","2001","70.5"
"SVK","","ALL","2002","66.2"
"SVK","","ALL","2003","64.5"
"SVK","","ALL","2004","67.6"
"SVK","","ALL","2005","66.7"
"SVK","","ALL","2006","68"
"SVK","","ALL","2007","67.9"
"SVK","","ALL","2008","67.5"
"SVK","","ALL","2009","67.3"
"SVK","","ALL","2010","66.5"
"SVK","","ALL","2011","65.5"
"SVK","","ALL","2012","67.3"
"SVK","","ALL","2013","67.4"
"SVK","","ALL","2014","68.9"
"SVN","","ALL","1980","88.18"
"SVN","","ALL","1985","85.3"
"SVN","","ALL","1986","85.42"
"SVN","","ALL","1987","84.36"
"SVN","","ALL","1988","82.43"
"SVN","","ALL","1989","83.26"
"SVN","","ALL","1990","81.53"
"SVN","","ALL","1991","75.99"
"SVN","","ALL","1992","78.9"
"SVN","","ALL","1993","80.93"
"SVN","","ALL","1994","78.73"
"SVN","","ALL","1995","77.19"
"SVN","","ALL","1996","77.6"
"SVN","","ALL","1997","77.7"
"SVN","","ALL","1998","75.4"
"SVN","","ALL","1999","72.6"
"SVN","","ALL","2000","70.6"
"SVN","","ALL","2001","70.5"
"SVN","","ALL","2002","68.99"
"SVN","","ALL","2003","68.12"
"SVN","","ALL","2004","73.19"
"SVN","","ALL","2005","70.06"
"SVN","","ALL","2006","71.62"
"SVN","","ALL","2007","69.67"
"SVN","","ALL","2008","71.5"
"SVN","","ALL","2009","71.21"
"SVN","","ALL","2010","69.69"
"SVN","","ALL","2011","68.87389122"
"SVN","","ALL","2012","68.75"
"SVN","","ALL","2013","67.86"
"SVN","","ALL","2014","68.42"
"SWE","","ALL","1973","72.7"
"SWE","","ALL","1974","73.5"
"SWE","","ALL","1975","72.8"
"SWE","","ALL","1976","72.3"
"SWE","","ALL","1977","71.9"
"SWE","","ALL","1978","71.1"
"SWE","","ALL","1979","72.2"
"SWE","","ALL","1980","72.1"
"SWE","","ALL","1981","72"
"SWE","","ALL","1982","73.7"
"SWE","","ALL","1983","74.4"
"SWE","","ALL","1984","75.3"
"SWE","","ALL","1985","75.3"
"SWE","","ALL","1986","74.2"
"SWE","","ALL","1987","74.9"
"SWE","","ALL","1988","75.3"
"SWE","","ALL","1989","72.3"
"SWE","","ALL","1990","72.2"
"SWE","","ALL","1991","73"
"SWE","","ALL","1992","74.8"
"SWE","","ALL","1993","76.2"
"SWE","","ALL","1994","77.3"
"SWE","","ALL","1995","75.9"
"SWE","","ALL","1996","77.5"
"TJK","","ALL","1986","93.27"
"TJK","","ALL","1987","96.23"
"TJK","","ALL","1988","92.65"
"TJK","","ALL","1989","77.93"
"TJK","","ALL","1990","93.84"
"TJK","","ALL","1991","88.14"
"TJK","","ALL","1992","66.49"
"TJK","","ALL","1993","64.85"
"TJK","","ALL","1994","65.04"
"TJK","","ALL","1995","62.8"
"TJK","","ALL","1996","59.8"
"TJK","","ALL","1997","74.5"
"TJK","","ALL","1998","68.7"
"TJK","","ALL","1999","64.2"
"TJK","","ALL","2000","59.8"
"TJK","","ALL","2001","54.5"
"TJK","","ALL","2002","55.1"
"TJK","","ALL","2003","55.9"
"TJK","","ALL","2004","58.1"
"TJK","","ALL","2005","58.6"
"TJK","","ALL","2006","60.3"
"TJK","","ALL","2007","63.6"
"TJK","","ALL","2008","66.5"
"TJK","","ALL","2009","69.4"
"TJK","","ALL","2010","85"
"TJK","","ALL","2011","84.4"
"TJK","","ALL","2012","73.1"
"TJK","","ALL","2013","73.2"
"TJK","","ALL","2014","72.1"
"TJK","","ALL","2015","66.3"
"TJK","","ALL","2016","66.4"
"TJK","","ALL","2017","64.9"
"TJK","","ALL","2018","66.9"
"TKM","","ALL","1980","87.5"
"TKM","","ALL","1985","98.8"
"TKM","","ALL","1986","96.1"
"TKM","","ALL","1987","94.8"
"TKM","","ALL","1988","92.4"
"TKM","","ALL","1989","87.9"
"TKM","","ALL","1990","82.7"
"TKM","","ALL","1991","81.2"
"TKM","","ALL","1992","76.7"
"TKM","","ALL","1993","78.8"
"TKM","","ALL","1994","70.9"
"TKM","","ALL","1995","65.8"
"TKM","","ALL","1996","63.3"
"TKM","","ALL","1997","72.1"
"TKM","","ALL","2000","88"
"TKM","","ALL","2001","78"
"TKM","","ALL","2002","80.9"
"TKM","","ALL","2003","83"
"TKM","","ALL","2004","77.1"
"TKM","","ALL","2005","72.9"
"TKM","","ALL","2006","77.2"
"TKM","","ALL","2007","80.4"
"TKM","","ALL","2008","80.4"
"TKM","","ALL","2009","84"
"TKM","","ALL","2010","88.8"
"TKM","","ALL","2011","93.9"
"TKM","","ALL","2012","102.2"
"TKM","","ALL","2013","106.4"
"TKM","","ALL","2014","103"
"TKM","","ALL","2015","99.2"
"TKM","","ALL","2016","101.4"
"TKM","","ALL","2017","97.3"
"TKM","","ALL","2018","95"
"TUR","","ALL","1960","53.7"
"TUR","","ALL","1961","52.8"
"TUR","","ALL","1962","52"
"TUR","","ALL","1963","51.3"
"TUR","","ALL","1964","51.6"
"TUR","","ALL","1965","52.5"
"TUR","","ALL","1966","54.9"
"TUR","","ALL","1967","54.3"
"TUR","","ALL","1968","50.4"
"TUR","","ALL","1969","51.3"
"TUR","","ALL","1970","51"
"TUR","","ALL","1971","48.5"
"TUR","","ALL","1972","47"
"TUR","","ALL","1973","49.3"
"TUR","","ALL","1974","50"
"TUR","","ALL","1975","49"
"TUR","","ALL","1976","54"
"TUR","","ALL","1977","55"
"TUR","","ALL","1978","50"
"TUR","","ALL","1979","44"
"TUR","","ALL","1980","45"
"TUR","","ALL","1981","45.5"
"TUR","","ALL","1982","46.1"
"TUR","","ALL","1983","48.8"
"TUR","","ALL","1984","52.1"
"TUR","","ALL","1985","52.1"
"TUR","","ALL","1986","52.3"
"TUR","","ALL","1987","54.3"
"TUR","","ALL","1988","52.9"
"TUR","","ALL","1989","53.8"
"TUR","","ALL","1990","57.2"
"TUR","","ALL","1991","51.5"
"TUR","","ALL","1992","54.9"
"TUR","","ALL","1993","55.6"
"TUR","","ALL","1994","56.1"
"TUR","","ALL","1995","55.4"
"TUR","","ALL","1996","56.3"
"TUR","","ALL","1997","57.4"
"TUR","","ALL","1998","57.1"
"TUR","","ALL","1999","57.8"
"TUR","","ALL","2000","59.3"
"TUR","","ALL","2001","59.6"
"TUR","","ALL","2002","58.7"
"TUR","","ALL","2003","59.7"
"TUR","","ALL","2004","65.5"
"TUR","","ALL","2005","64.7"
"TUR","","ALL","2006","67.1"
"TUR","","ALL","2007","64.3"
"TUR","","ALL","2008","65.5"
"TUR","","ALL","2009","64.9"
"TUR","","ALL","2010","63.2"
"TUR","","ALL","2011","64.3"
"TUR","","ALL","2012","64.1"
"TUR","","ALL","2013","64.8"
"TUR","","ALL","2014","66.2"
"UKR","","ALL","1980","91.5"
"UKR","","ALL","1981","92.3"
"UKR","","ALL","1982","92.6"
"UKR","","ALL","1983","92.1"
"UKR","","ALL","1984","92.1"
"UKR","","ALL","1985","91.1"
"UKR","","ALL","1986","88.6"
"UKR","","ALL","1987","89.1"
"UKR","","ALL","1988","88"
"UKR","","ALL","1989","84.8"
"UKR","","ALL","1990","84.5"
"UKR","","ALL","1991","84.9"
"UKR","","ALL","1992","84.9"
"UKR","","ALL","1993","85.8"
"UKR","","ALL","1994","84.4"
"UKR","","ALL","1995","83.3"
"UKR","","ALL","1996","81.9"
"UKR","","ALL","1997","85.2"
"UKR","","ALL","1998","88.2"
"UKR","","ALL","1999","87.9"
"UKR","","ALL","2000","87.9"
"UKR","","ALL","2001","89.5"
"UKR","","ALL","2002","89.2"
"UKR","","ALL","2003","90.4"
"UKR","","ALL","2004","91.2"
"UKR","","ALL","2005","91.2"
"UKR","","ALL","2006","91"
"UKR","","ALL","2007","91.2"
"UKR","","ALL","2008","90.2"
"UKR","","ALL","2009","89.1"
"UKR","","ALL","2010","91.2"
"UKR","","ALL","2011","89.3"
"UKR","","ALL","2012","90.2"
"UKR","","ALL","2013","90.4"
"UKR","","ALL","2014","88.8"
"UKR","","ALL","2015","87.7"
"UZB","","ALL","1998","79.5"
"UZB","","ALL","1999","81.5"
"UZB","","ALL","2000","81.3"
"UZB","","ALL","2001","84.2"
"UZB","","ALL","2002","82.3"
"UZB","","ALL","2003","80.5"
"UZB","","ALL","2004","86.5"
"UZB","","ALL","2005","86.8"
"UZB","","ALL","2006","83.9"
"UZB","","ALL","2007","86.6"
"UZB","","ALL","2008","86.8"
"UZB","","ALL","2009","86.5"
"","WHO_EURO","ALL","1985","80.41"
"","WHO_EURO","ALL","1986","79.79"
"","WHO_EURO","ALL","1987","79.33"
"","WHO_EURO","ALL","1988","79.04"
"","WHO_EURO","ALL","1989","77.72"
"","WHO_EURO","ALL","1990","77.51"
"","WHO_EURO","ALL","1991","77.03"
"","WHO_EURO","ALL","1992","77.07"
"","WHO_EURO","ALL","1993","78.22"
"","WHO_EURO","ALL","1994","78.2"
"","WHO_EURO","ALL","1995","77.4"
"","WHO_EURO","ALL","1996","76.72"
"","WHO_EURO","ALL","1997","76.68"
"","WHO_EURO","ALL","1998","76.57"
"","WHO_EURO","ALL","1999","75.1"
"","WHO_EURO","ALL","2000","74.35"
"","WHO_EURO","ALL","2001","75.22"
"","WHO_EURO","ALL","2002","76.13"
"","WHO_EURO","ALL","2003","75.78"
"","WHO_EURO","ALL","2004","74.31"
"","WHO_EURO","ALL","2005","74.98"
"","WHO_EURO","ALL","2006","76.31"
"","WHO_EURO","ALL","2007","76.13"
"","WHO_EURO","ALL","2008","76.99"
"","WHO_EURO","ALL","2009","76.84"
"","WHO_EURO","ALL","2010","76.76"
"","WHO_EURO","ALL","2011","78.88"
"","WHO_EURO","ALL","2012","78.47"
"","WHO_EURO","ALL","2013","78.91"
"","WHO_EURO","ALL","2014","79.13"
